都府県地方番号,都府県地方名,地点区分,地点番号,地点名,地点名カナ,緯度,経度,標高,降水量,気温,風,日照,積雪,湿度,終了年月日,備考
35,山形県,a,1465,浜中,ハマナカ,38.811667,139.786667,22,1,1,1,0,0,0,99999999,
35,山形県,a,1488,東根,ヒガシネ,38.411667,140.370000,105,1,1,1,0,0,0,99999999,
35,山形県,a,1539,村山,ムラヤマ,38.460000,140.348333,80,1,1,1,2,0,1,99999999,
35,山形県,a,1562,上山中山,カミノヤマナカヤマ,38.116667,140.213333,270,1,0,0,0,0,0,99999999,
35,山形県,a,1664,酒田大沢,サカタオオサワ,38.965000,139.998333,65,1,0,0,0,0,0,99999999,
36,福島県,a,0295,浪江,ナミエ,37.491667,140.965000,43,1,1,1,2,0,0,99999999,
36,福島県,a,0304,小野新町,オノニイマチ,37.286667,140.625000,433,1,1,1,2,0,0,99999999,
36,福島県,a,1034,広野,ヒロノ,37.233333,141.000000,43,1,1,1,2,0,0,99999999,
36,福島県,a,1129,川内,カワウチ,37.336667,140.808333,410,1,1,1,2,0,0,99999999,
36,福島県,a,0285,相馬,ソウマ,37.783333,140.925000,9,1,1,1,2,0,1,99999999,
36,福島県,a,0299,郡山,コオリヤマ,37.368333,140.330000,249,1,1,1,2,0,1,99999999,
36,福島県,a,0281,梁川,ヤナガワ,37.851667,140.588333,43,1,1,1,2,0,0,99999999,
36,福島県,a,0282,稲荷峠,イナリトウゲ,37.756667,139.735000,800,1,0,0,0,0,0,20091102,
36,福島県,a,0283,吾妻山,アヅマヤマ,37.721667,140.275000,1300,1,0,0,0,0,0,20091102,
36,福島県,s,47595,福島,フクシマ,37.758333,140.470000,67.4,1,1,1,1,1,1,99999999,
36,福島県,a,0286,喜多方,キタカタ,37.658333,139.863333,212,1,1,1,2,0,1,99999999,
36,福島県,a,0287,八木沢,ヤギサワ,37.696667,140.820000,540,1,0,0,0,0,0,20050331,
36,福島県,a,0288,原町,ハラマチ,37.638333,140.983333,17,1,0,0,0,0,0,99999999,
36,福島県,a,0289,飯谷山,イイタニヤマ,37.526667,139.683333,720,1,0,0,0,0,0,20050420,
36,福島県,a,0290,猪苗代,イナワシロ,37.551667,140.108333,519,1,1,1,2,1,1,99999999,
36,福島県,a,0291,二本松,ニホンマツ,37.583333,140.430000,235,1,1,1,2,0,0,99999999,
36,福島県,a,0292,白馬石山,シラウマイシヤマ,37.580000,140.725000,640,1,0,0,0,0,0,19811026,
36,福島県,s,47570,若松,ワカマツ,37.488333,139.910000,211.7,1,1,1,1,1,1,99999999,
36,福島県,a,0294,船引,フネヒキ,37.435000,140.576667,421,1,1,1,2,0,1,99999999,
36,福島県,a,0296,浅草岳,アサクサダケ,37.343333,139.236667,1520,1,0,0,0,0,0,19771014,
36,福島県,a,0297,只見,タダミ,37.343333,139.313333,377,1,1,1,2,1,1,99999999,
36,福島県,a,0298,博士峠,ハカセトウゲ,37.340000,139.723333,1233,1,0,0,0,0,0,20091102,
36,福島県,a,0300,富岡,トミオカ,37.346667,141.016667,50,1,0,0,0,0,0,99999999,
36,福島県,a,0301,南郷,ナンゴウ,37.265000,139.536667,494,1,1,1,2,1,1,99999999,
36,福島県,a,0302,駒止峠,コマドメトウゲ,37.210000,139.613333,1145,1,0,0,0,0,0,20091102,
36,福島県,a,0303,田島,タジマ,37.206667,139.795000,544,1,1,1,2,1,0,99999999,
36,福島県,a,0305,観音山,カンノンヤマ,37.183333,139.925000,1050,1,0,0,0,0,0,19781016,
36,福島県,s,47597,白河,シラカワ,37.131667,140.215000,355,1,1,1,1,1,1,99999999,
36,福島県,a,0307,石川,イシカワ,37.146667,140.460000,290,1,1,1,2,0,0,99999999,
36,福島県,a,0308,山王峠,サンノウトウゲ,37.068333,139.731667,1080,1,0,0,0,0,0,20091102,
36,福島県,a,0309,大辷山,オオツベヤマ,37.080000,140.636667,688,1,0,0,0,0,0,20091102,
36,福島県,a,0310,平,タイラ,37.065000,140.876667,12,1,0,0,0,0,0,99999999,
36,福島県,a,0311,田代山,タシロヤマ,36.980000,139.481667,1920,1,0,0,0,0,0,20091102,
36,福島県,a,0312,東白川,ヒガシシラカワ,36.938333,140.408333,183,1,1,1,2,0,1,99999999,
36,福島県,s,47598,小名浜,オナハマ,36.946667,140.903333,3.3,1,1,1,1,1,1,99999999,
36,福島県,a,1031,西会津,ニシアイヅ,37.588333,139.656667,165,1,1,1,2,1,1,99999999,
36,福島県,a,1044,金山,カネヤマ,37.473333,139.528333,296,1,1,1,2,1,0,99999999,
36,福島県,a,1116,鷲倉,ワシクラ,37.668333,140.260000,1220,1,1,1,2,0,1,99999999,
36,福島県,a,1127,上遠野,カトオノ,37.008333,140.736667,125,1,1,1,1,0,0,20090316,
36,福島県,a,1130,飯舘,イイタテ,37.665000,140.726667,463,1,1,1,2,0,0,99999999,
36,福島県,a,1150,津島,ツシマ,37.560000,140.753333,400,1,0,0,0,0,0,99999999,
36,福島県,a,1268,長沼,ナガヌマ,37.288333,140.218333,317,1,0,0,0,0,0,99999999,
36,福島県,a,1269,舘岩,タテイワ,37.091667,139.531667,690,1,0,0,0,0,0,99999999,
36,福島県,a,1274,川前,カワマエ,37.246667,140.723333,492,1,0,0,0,0,0,99999999,
36,福島県,a,1282,桧原,ヒバラ,37.721667,140.058333,824,1,1,1,2,0,0,99999999,
36,福島県,a,1293,茂庭,モニワ,37.891667,140.436667,200,1,1,1,2,1,0,99999999,
36,福島県,a,1294,湯本,ユモト,37.276667,140.063333,646,1,1,1,2,1,1,99999999,
36,福島県,a,1295,桧枝岐,ヒノエマタ,37.010000,139.375000,973,1,1,1,2,1,1,99999999,
36,福島県,a,1359,吉尾峠,ヨシオトウゲ,37.346667,139.556667,705,1,0,0,0,0,0,20091102,
36,福島県,a,1364,六十里越,ロクジュウリゴエ,37.303333,139.216667,860,1,0,0,0,0,0,20091102,
36,福島県,a,1386,湖南,コナン,37.388333,140.090000,536,1,0,0,0,0,0,99999999,
36,福島県,a,1466,玉川,タマカワ,37.226667,140.426667,372,1,1,1,0,1,0,99999999,
36,福島県,a,1607,山田,ヤマダ,36.933333,140.733333,25,1,1,1,2,0,0,99999999,
36,福島県,a,1633,新地,シンチ,37.875000,140.918333,10,1,1,1,0,0,0,20211207,
36,福島県,a,1634,古殿,フルドノ,37.090000,140.560000,347,1,1,1,0,0,0,20211207,
40,茨城県,a,0314,花園,ハナゾノ,36.868333,140.636667,370,1,0,0,0,0,0,99999999,
40,茨城県,a,0315,北茨城,キタイバラキ,36.833333,140.771667,5,1,1,1,2,0,1,99999999,1991年2月20日までの地点名「大津」
40,茨城県,a,0316,大子,ダイゴ,36.778333,140.345000,120,1,1,1,2,0,0,99999999,
40,茨城県,a,0317,神峰山,カミネサン,36.633333,140.608333,592,1,0,0,0,0,0,19850528,
40,茨城県,a,0318,笠間,カサマ,36.395000,140.240000,72,1,1,1,2,0,0,99999999,
40,茨城県,s,47629,水戸,ミト,36.380000,140.466667,29,1,1,1,1,1,1,99999999,
40,茨城県,a,0320,古河,コガ,36.201667,139.716667,20,1,1,1,2,0,0,99999999,
40,茨城県,a,0321,愛宕山,アタゴサン,36.290000,140.255000,280,1,0,0,0,0,0,19820512,
40,茨城県,a,0322,下妻,シモツマ,36.168333,139.945000,20,1,1,1,2,0,0,99999999,
40,茨城県,a,0323,坂東,バンドウ,36.035000,139.893333,16,1,0,0,0,0,0,99999999,2005年3月31日までの地点名「岩井」
40,茨城県,a,0324,土浦,ツチウラ,36.103333,140.220000,26,1,1,1,2,0,0,99999999,
40,茨城県,a,0325,鹿嶋,カシマ,35.963333,140.621667,37,1,1,1,2,0,0,99999999,1995年8月31日までの地点名「鹿島」
40,茨城県,a,0911,江戸崎,エドサキ,35.960000,140.320000,25,1,0,0,0,0,0,99999999,
40,茨城県,a,1011,日立,ヒタチ,36.580000,140.645000,34,1,1,1,2,0,0,99999999,
40,茨城県,a,1012,柿岡,カキオカ,36.233333,140.188333,27,1,0,0,0,0,0,99999999,
40,茨城県,a,1013,美野里,ミノリ,36.236667,140.325000,25,1,0,0,0,0,0,99999999,
40,茨城県,a,1014,龍ケ崎,リュウガサキ,35.890000,140.211667,4,1,1,1,2,0,0,99999999,1978年12月18日までの地点名「竜ケ崎」
40,茨城県,a,1082,筑波山,ツクバサン,36.225000,140.098333,868,1,1,1,1,0,0,20011206,
40,茨城県,a,1170,中野,ナカノ,36.515000,140.473333,17,1,0,0,0,0,0,99999999,
40,茨城県,a,1173,徳田,トクダ,36.778333,140.481667,270,1,0,0,0,0,0,99999999,
40,茨城県,a,1245,鉾田,ホコタ,36.168333,140.526667,32,1,1,1,2,0,1,99999999,
40,茨城県,a,1331,常陸大宮,ヒタチオオミヤ,36.606667,140.325000,95,1,1,1,2,0,0,99999999,2011年4月10日までの地点名「小瀬」
40,茨城県,a,1388,門井,カドイ,36.333333,140.033333,40,1,0,0,0,0,0,99999999,2005年3月31日までの地点名「協和」
40,茨城県,a,1421,大能,オオノウ,36.743333,140.593333,395,1,0,0,0,0,0,99999999,
40,茨城県,s,47646,つくば（館野）,ツクバ（タテノ）,36.056667,140.125000,25.2,1,1,1,1,1,1,99999999,
40,茨城県,a,1530,下館,シモダテ,36.281667,139.988333,24,1,1,1,2,0,0,99999999,
40,茨城県,a,1635,高萩,タカハギ,36.706667,140.716667,4,1,1,1,0,0,0,20181130,
40,茨城県,a,1661,常総,ジョウソウ,36.113333,139.980000,15,1,1,1,0,0,0,20180315,
41,栃木県,a,0326,那須高原,ナスコウゲン,37.123333,140.035000,749,1,1,1,2,1,1,99999999,2015年3月18日までの地点名「那須」
41,栃木県,a,0327,黒田原,クロダワラ,37.020000,140.120000,340,1,0,0,0,0,0,19771031,
41,栃木県,a,0328,八方が原,ハッポウガハラ,36.920000,139.833333,1087,1,0,0,0,0,0,20070328,
41,栃木県,a,0329,黒磯,クロイソ,36.981667,140.018333,343,1,1,1,2,0,1,99999999,
41,栃木県,a,0330,八溝山,ヤミゾサン,36.936667,140.258333,800,1,0,0,0,0,0,20070328,
41,栃木県,a,0331,大田原,オオタワラ,36.840000,140.035000,188,1,1,1,2,0,1,99999999,
41,栃木県,s,47690,奥日光（日光）,オクニッコウ（ニッコウ）,36.738333,139.500000,1291.9,1,1,1,1,1,1,99999999,1968年3月29日までの地点名「中宮祠」
41,栃木県,a,0333,方塞山,ホウサイザン,36.630000,139.508333,1385,1,0,0,0,0,0,20041101,
41,栃木県,a,0334,高根沢,タカネザワ,36.606667,139.998333,148,1,0,0,0,0,0,99999999,
41,栃木県,a,0335,鹿沼,カヌマ,36.591667,139.735000,165,1,1,1,2,0,0,99999999,
41,栃木県,s,47615,宇都宮,ウツノミヤ,36.548333,139.868333,119.4,1,1,1,1,1,1,99999999,
41,栃木県,a,0337,葛生,クズウ,36.431667,139.590000,120,1,0,0,0,0,0,99999999,
41,栃木県,a,0338,真岡,モオカ,36.476667,139.986667,91,1,1,1,2,0,0,99999999,
41,栃木県,a,0339,足利,アシカガ,36.341667,139.461667,35,1,0,0,0,0,0,99999999,
41,栃木県,a,0340,栃木,トチギ,36.373333,139.703333,65,1,0,0,0,0,0,99999999,
41,栃木県,a,0341,小山,オヤマ,36.338333,139.830000,44,1,1,1,2,0,0,99999999,
41,栃木県,a,1015,五十里,イカリ,36.921667,139.695000,620,1,1,1,2,0,0,99999999,
41,栃木県,a,1016,足尾,アシオ,36.646667,139.448333,650,1,0,0,0,0,0,99999999,
41,栃木県,a,1017,烏山,カラスヤマ,36.650000,140.146667,162,1,1,1,1,0,0,20090223,
41,栃木県,a,1018,佐野,サノ,36.363333,139.570000,68,1,1,1,2,0,0,99999999,
41,栃木県,a,1221,土呂部,ドロブ,36.891667,139.568333,925,1,1,1,2,1,0,99999999,
41,栃木県,a,1333,今市,イマイチ,36.726667,139.676667,414,1,1,1,2,0,0,20221115,
41,栃木県,a,1334,塩谷,シオヤ,36.756667,139.883333,225,1,1,1,2,0,0,99999999,
41,栃木県,a,1605,那須烏山,ナスカラスヤマ,36.641667,140.116667,82,1,1,1,2,0,0,99999999,
41,栃木県,a,1675,日光東町,ニッコウヒガシマチ,36.750000,139.615000,561,1,1,1,2,0,0,99999999,
42,群馬県,a,0342,前武尊,マエホタカ,36.768333,139.163333,1530,1,0,0,0,0,0,19810729,
42,群馬県,a,0343,草津,クサツ,36.616667,138.591667,1223,1,1,1,2,1,0,99999999,
42,群馬県,a,0344,野反湖,ノゾリコ,36.690000,138.651667,1570,1,0,0,0,0,0,20091102,
42,群馬県,a,0345,雨見山,アマミヤマ,36.690000,138.863333,825,1,0,0,0,0,0,20091102,
42,群馬県,a,0346,沼田,ヌマタ,36.668333,139.021667,390,1,1,1,2,0,1,99999999,
42,群馬県,a,0347,赤城山,アカギヤマ,36.540000,139.175000,1660,1,0,0,0,0,0,20091102,
42,群馬県,a,0348,田代,タシロ,36.463333,138.463333,1230,1,1,1,2,0,0,99999999,
42,群馬県,a,0349,榛名山,ハルナサン,36.471667,138.873333,1088,1,0,0,0,0,0,99999999,
42,群馬県,s,47624,前橋,マエバシ,36.405000,139.060000,112.1,1,1,1,1,1,1,99999999,
42,群馬県,a,0351,桐生,キリュウ,36.410000,139.325000,117,1,1,1,2,0,0,99999999,
42,群馬県,a,0352,一の字山,イチノジヤマ,36.371667,138.658333,1170,1,0,0,0,0,0,20091102,
42,群馬県,a,0353,上里見,カミサトミ,36.376667,138.895000,183,1,1,1,2,0,0,99999999,
42,群馬県,a,0354,西野牧,ニシノマキ,36.245000,138.706667,375,1,1,1,2,0,0,99999999,
42,群馬県,a,0355,藤岡,フジオカ,36.241667,139.070000,95,1,0,0,0,0,0,99999999,
42,群馬県,a,0356,館林,タテバヤシ,36.240000,139.513333,23,1,1,1,2,0,0,99999999,
42,群馬県,a,0357,稲含山,イナフクミヤマ,36.170000,138.863333,780,1,0,0,0,0,0,20091102,
42,群馬県,a,1019,みなかみ,ミナカミ,36.773333,138.965000,524,1,1,1,2,1,1,99999999,2006年2月28日までの地点名「水上」
42,群馬県,a,1020,中之条,ナカノジョウ,36.586667,138.850000,354,1,1,1,2,0,0,99999999,
42,群馬県,a,1021,伊勢崎,イセサキ,36.331667,139.165000,64,1,1,1,2,0,0,99999999,
42,群馬県,a,1174,片品,カタシナ,36.771667,139.238333,861,1,0,0,0,0,0,99999999,
42,群馬県,a,1222,藤原,フジワラ,36.863333,139.058333,700,1,1,1,2,1,1,99999999,
42,群馬県,a,1223,神流,カンナ,36.108333,138.896667,357,1,1,1,2,0,0,99999999,2004年5月31日までの地点名「万場」
42,群馬県,a,1259,黒保根,クロホネ,36.501667,139.283333,285,1,0,0,0,0,0,99999999,
42,群馬県,a,1375,高手山,タカテヤマ,36.750000,139.098333,1115,1,0,0,0,0,0,20091102,
43,埼玉県,s,47626,熊谷,クマガヤ,36.150000,139.380000,30,1,1,1,1,1,1,99999999,
43,埼玉県,a,0359,久喜,クキ,36.086667,139.635000,12,1,1,1,2,0,0,99999999,
43,埼玉県,s,47641,秩父,チチブ,35.990000,139.073333,232.1,1,1,1,1,1,1,99999999,
43,埼玉県,a,0361,堂平,ドウダイラ,36.005000,139.190000,876,1,0,0,0,0,0,20000606,1985年6月24日までの地点名「刈場坂」
43,埼玉県,a,0362,飯能,ハンノウ,35.838333,139.321667,84,1,0,0,0,0,0,99999999,
43,埼玉県,a,0363,さいたま,サイタマ,35.875000,139.586667,8,1,1,1,2,1,1,99999999,2001年4月30日までの地点名「浦和」
43,埼玉県,a,0364,越谷,コシガヤ,35.883333,139.756667,3,1,1,1,2,0,1,99999999,
43,埼玉県,a,1000,三峰,ミツミネ,35.926667,138.923333,975,1,0,0,0,0,0,99999999,
43,埼玉県,a,1009,寄居,ヨリイ,36.105000,139.183333,128,1,1,1,2,0,0,99999999,
43,埼玉県,a,1069,鴻巣,コウノス,36.065000,139.521667,15,1,0,0,0,0,0,99999999,
43,埼玉県,a,1070,所沢,トコロザワ,35.773333,139.413333,119,1,1,1,2,0,0,99999999,
43,埼玉県,a,1159,浦山,ウラヤマ,35.920000,139.070000,400,1,0,0,0,0,0,99999999,
43,埼玉県,a,1182,上吉田,カミヨシダ,36.053333,138.980000,275,1,0,0,0,0,0,99999999,
43,埼玉県,a,1232,鳩山,ハトヤマ,35.985000,139.335000,44,1,1,1,2,0,0,99999999,
43,埼玉県,a,1497,ときがわ,トキガワ,35.990000,139.206667,295,1,0,0,0,0,0,99999999,2006年2月28日までの地点名「都幾川」
44,東京都,a,0365,小河内,オゴウチ,35.791667,139.050000,530,1,1,1,2,0,1,99999999,
44,東京都,a,0366,八王子,ハチオウジ,35.666667,139.316667,123,1,1,1,2,0,0,99999999,
44,東京都,a,0367,調布,チョウフ,35.668333,139.530000,41,1,0,0,0,0,0,19761213,
44,東京都,a,0368,世田谷,セタガヤ,35.626667,139.620000,35,1,0,0,0,0,0,99999999,
44,東京都,s,47662,東京,トウキヨウ,35.691667,139.750000,25.2,1,1,1,1,1,1,99999999,
44,東京都,a,0370,江戸川臨海,エドガワリンカイ,35.638333,139.863333,5,1,1,1,2,0,0,99999999,2009年5月28日までの地点名「新木場」
44,東京都,a,0371,羽田,ハネダ,35.553333,139.780000,6,1,1,1,0,0,0,99999999,
44,東京都,s,47675,大島,オオシマ,34.748333,139.361667,74,1,1,1,1,1,1,99999999,
44,東京都,s,47677,三宅島,ミヤケジマ,34.123333,139.520000,38.2,1,1,1,1,1,1,99999999,
44,東京都,s,47678,八丈島,ハチジヨウ,33.121667,139.778333,151.2,1,1,1,1,1,1,99999999,
44,東京都,a,1001,青梅,オウメ,35.788333,139.311667,155,1,1,1,2,0,0,99999999,
44,東京都,a,1002,練馬,ネリマ,35.738333,139.591667,51,1,1,1,2,0,0,99999999,
44,東京都,a,1133,府中,フチュウ,35.683333,139.483333,59,1,1,1,2,0,0,99999999,
44,東京都,a,1134,新島,ニイジマ,34.373333,139.251667,9,1,1,1,1,0,0,20081118,
44,東京都,a,1180,小沢,オザワ,35.735000,139.123333,420,1,0,0,0,0,0,99999999,
44,東京都,s,47971,父島,チチジマ,27.091667,142.190000,2.7,1,1,1,1,1,1,99999999,
44,東京都,a,1467,大島北ノ山,オオシマキタノヤマ,34.781667,139.360000,38,1,1,1,0,0,0,99999999,
44,東京都,a,1468,八重見ヶ原,ヤエミガハラ,33.115000,139.785000,92,1,1,1,0,0,0,99999999,
44,東京都,a,1505,神津島,コウヅシマ,34.205000,139.133333,28,1,0,0,0,0,0,20060301,
44,東京都,a,1506,三宅坪田,ミヤケツボタ,34.073333,139.560000,20,1,1,1,0,0,0,99999999,
44,東京都,a,1509,三宅島阿古,ミヤケジマアコ,34.080000,139.481667,30,1,1,0,0,0,0,20080220,
44,東京都,a,1522,新島,ニイジマ,34.368333,139.268333,29,1,1,1,0,0,0,99999999,2008年11月17日までの地点名「川原」
44,東京都,a,1523,神津島,コウヅシマ,34.188333,139.133333,138,1,1,1,0,0,0,99999999,2006年2月28日までの地点名「金長」
44,東京都,a,1525,三宅伊豆,ミヤケイズ,34.120000,139.503333,50,1,1,0,0,0,0,20080220,
44,東京都,s,47991,南鳥島,ミナミトリシマ,24.288333,153.983333,7.1,1,1,1,1,1,1,99999999,
44,東京都,a,1595,母島,ハハジマ,26.635000,142.161667,32,1,0,0,0,0,0,99999999,
44,東京都,a,1642,大島臨時,オオシマリンジ,34.748333,139.361667,90,1,0,0,0,0,0,20141120,
44,東京都,a,1643,大島泉津,オオシマセンヅ,34.778333,139.421667,49,1,0,0,0,0,0,20161130,
44,東京都,a,1644,大島差木地,オオシマサシキジ,34.683333,139.413333,41,1,0,0,0,0,0,20161130,
44,東京都,a,1646,利島,トシマ,34.528333,139.281667,100,1,0,0,0,0,0,99999999,
44,東京都,a,1648,青ヶ島,アオガシマ,32.466667,139.760000,272,1,0,0,0,0,0,99999999,
45,千葉県,a,0375,香取,カトリ,35.858333,140.501667,37,1,1,1,2,0,1,99999999,2006年4月2日までの地点名「佐原」
45,千葉県,a,0376,我孫子,アビコ,35.863333,140.110000,20,1,1,1,2,0,0,99999999,
45,千葉県,a,0377,東庄,トウノショウ,35.795000,140.681667,52,1,0,0,0,0,0,99999999,
45,千葉県,a,0378,成田,ナリタ,35.763333,140.385000,41,1,1,1,0,0,0,99999999,
45,千葉県,s,47648,銚子,チヨウシ,35.738333,140.856667,20.1,1,1,1,1,1,1,99999999,
45,千葉県,s,47682,千葉,チバ,35.601667,140.103333,3.5,1,1,1,1,1,1,99999999,
45,千葉県,a,0381,茂原,モバラ,35.436667,140.293333,11,1,1,1,2,0,1,99999999,
45,千葉県,a,0382,木更津,キサラヅ,35.361667,139.940000,60,1,1,1,2,0,1,99999999,
45,千葉県,a,0383,鋸南,キョナン,35.121667,139.836667,10,1,0,0,0,0,0,99999999,2006年7月12日までの地点名「佐久間」
45,千葉県,a,0384,鴨川,カモガワ,35.111667,140.100000,5,1,1,1,2,0,1,99999999,
45,千葉県,s,47674,勝浦,カツウラ,35.150000,140.311667,11.9,1,1,1,1,1,1,99999999,
45,千葉県,s,47672,館山,タテヤマ,34.986667,139.865000,5.8,1,1,1,1,1,1,99999999,
45,千葉県,a,0916,佐倉,サクラ,35.728333,140.211667,5,1,1,1,2,0,1,99999999,
45,千葉県,a,1003,横芝光,ヨコシバヒカリ,35.655000,140.505000,5,1,1,1,2,0,1,99999999,2006年4月2日までの地点名「横芝」
45,千葉県,a,1004,大多喜,オオタキ,35.251667,140.215000,70,1,0,0,0,0,0,99999999,2004年3月17日までの地点名「黒原」
45,千葉県,a,1236,船橋,フナバシ,35.711667,140.043333,28,1,1,1,2,0,0,99999999,
45,千葉県,a,1238,牛久,ウシク,35.396667,140.148333,30,1,1,1,2,0,1,99999999,
45,千葉県,a,1241,坂畑,サカハタ,35.235000,140.098333,120,1,1,1,2,0,1,99999999,
46,神奈川県,a,0387,相模湖,サガミコ,35.613333,139.193333,188,1,0,0,0,0,0,99999999,
46,神奈川県,a,0388,海老名,エビナ,35.433333,139.386667,18,1,1,1,2,0,0,99999999,1985年1月8日までの地点名「厚木」
46,神奈川県,s,47670,横浜,ヨコハマ,35.438333,139.651667,39.1,1,1,1,1,1,1,99999999,
46,神奈川県,a,0390,箱根,ハコネ,35.221667,139.041667,855,1,0,0,0,0,0,99999999,
46,神奈川県,a,0391,江ノ島,エノシマ,35.298333,139.480000,60,1,1,1,1,0,0,19920208,
46,神奈川県,a,0392,三浦,ミウラ,35.178333,139.630000,42,1,1,1,2,0,1,99999999,
46,神奈川県,a,1005,相模原中央,サガミハラチュウオウ,35.571667,139.370000,149,1,0,0,0,0,0,99999999,2006年4月2日までの地点名「相模原」
46,神奈川県,a,1006,日吉,ヒヨシ,35.551667,139.650000,57,1,0,0,0,0,0,99999999,
46,神奈川県,a,1007,平塚,ヒラツカ,35.345000,139.305000,20,1,0,0,0,0,0,99999999,
46,神奈川県,a,1008,小田原,オダワラ,35.276667,139.155000,14,1,1,1,2,0,1,99999999,
46,神奈川県,a,1096,丹沢湖,タンザワコ,35.410000,139.043333,330,1,0,0,0,0,0,99999999,1984年3月25日までの地点名「玄倉」
46,神奈川県,a,1443,辻堂,ツジドウ,35.320000,139.450000,5,1,1,1,2,0,1,99999999,
48,長野県,a,0393,野沢温泉,ノザワオンセン,36.911667,138.441667,576,1,1,1,2,1,0,99999999,
48,長野県,a,0394,信濃町,シナノマチ,36.808333,138.196667,685,1,1,1,2,1,0,99999999,
48,長野県,a,0395,飯山,イイヤマ,36.875000,138.375000,313,1,1,1,2,1,1,99999999,
48,長野県,a,0396,白馬,ハクバ,36.698333,137.861667,703,1,1,1,2,1,0,99999999,
48,長野県,s,47610,長野,ナガノ,36.661667,138.191667,418.2,1,1,1,1,1,1,99999999,
48,長野県,a,0398,笠岳,カサダケ,36.665000,138.458333,1473,1,0,0,0,0,0,99999999,
48,長野県,a,0399,大町,オオマチ,36.523333,137.831667,784,1,1,1,2,1,0,99999999,
48,長野県,a,0400,信州新町,シンシュウシンマチ,36.548333,137.996667,509,1,1,1,2,0,0,99999999,
48,長野県,a,0401,四阿屋山,アズマヤサン,36.418333,138.055000,1387,1,0,0,0,0,0,19781013,
48,長野県,a,0402,上田,ウエダ,36.400000,138.265000,502,1,1,1,2,0,1,99999999,
48,長野県,a,0403,燕岳,ツバクロダケ,36.388333,137.738333,1840,1,0,0,0,0,0,20090520,
48,長野県,a,0404,穂高,ホタカ,36.343333,137.881667,540,1,1,1,2,0,0,99999999,
48,長野県,s,47622,軽井沢,カルイザワ,36.341667,138.546667,999.1,1,1,1,1,1,1,99999999,
48,長野県,s,47618,松本,マツモト,36.246667,137.970000,610,1,1,1,1,1,1,99999999,
48,長野県,a,0407,鹿教湯,カケユ,36.301667,138.136667,721,1,0,0,0,0,0,99999999,
48,長野県,a,0408,佐久,サク,36.246667,138.476667,683,1,1,1,2,0,0,99999999,
48,長野県,a,0409,高ボッチ,タカボッチ,36.150000,138.043333,1670,1,0,0,0,0,0,20090520,
48,長野県,a,0410,茂来山,モライサン,36.108333,138.533333,1450,1,0,0,0,0,0,19821105,
48,長野県,s,47620,諏訪,スワ,36.045000,138.108333,760.1,1,1,1,1,1,1,99999999,
48,長野県,a,0412,八ケ岳,ヤツガタケ,36.026667,138.311667,1830,1,0,0,0,0,0,20031006,
48,長野県,a,0413,木曽平沢,キソヒラサワ,35.983333,137.835000,900,1,1,1,1,0,0,20190905,1977年6月1日までの地点名「奈良井」
48,長野県,a,0414,原村,ハラムラ,35.970000,138.220000,1017,1,1,1,2,0,0,99999999,
48,長野県,a,0415,野辺山,ノベヤマ,35.948333,138.471667,1350,1,1,1,2,0,0,99999999,
48,長野県,a,0416,御嶽山,オンタケサン,35.871667,137.503333,2195,1,0,0,0,0,0,99999999,
48,長野県,a,0417,木曽福島,キソフクシマ,35.840000,137.688333,750,1,1,1,2,0,1,99999999,
48,長野県,a,0418,高遠,タカトウ,35.838333,138.056667,780,1,1,1,1,0,0,19930204,
48,長野県,a,0419,入笠山,ニュウカサヤマ,35.890000,138.155000,1795,1,0,0,0,0,0,20031006,
48,長野県,a,0420,宮田高原,ミヤダコウゲン,35.773333,137.885000,1660,1,0,0,0,0,0,99999999,
48,長野県,a,0421,松峯,マツミネ,35.740000,138.118333,1920,1,0,0,0,0,0,19811001,
48,長野県,a,0422,須原,スハラ,35.698333,137.691667,535,1,0,0,0,0,0,99999999,
48,長野県,a,0423,摺古木山,スリコギヤマ,35.593333,137.733333,1700,1,0,0,0,0,0,20050510,
48,長野県,a,0424,飯島,イイジマ,35.653333,137.898333,728,1,1,1,2,0,0,99999999,
48,長野県,a,0425,笹山,ササヤマ,35.608333,138.085000,1732,1,0,0,0,0,0,19821109,
48,長野県,s,47637,飯田,イイダ,35.523333,137.821667,516.4,1,1,1,1,1,1,99999999,
48,長野県,a,0427,恵那山,エナサン,35.428333,137.620000,1602,1,0,0,0,0,0,19811021,
48,長野県,a,0428,鶯巣,ウグス,35.263333,137.830000,265,1,0,0,0,0,0,19781016,
48,長野県,a,0992,菅平,スガダイラ,36.531667,138.325000,1253,1,1,1,2,1,0,99999999,
48,長野県,a,0993,東御,トウミ,36.383333,138.383333,958,1,1,1,2,0,0,99999999,2004年3月31日までの地点名「東部町」
48,長野県,a,0994,上高地,カミコウチ,36.248333,137.633333,1510,1,0,0,0,0,0,99999999,
48,長野県,a,1022,南木曽,ナギソ,35.610000,137.620000,560,1,1,1,2,0,0,99999999,
48,長野県,a,1090,南小谷,ミナミオタリ,36.800000,137.905000,467,1,0,0,0,0,0,19831013,
48,長野県,a,1162,鬼無里,キナサ,36.688333,137.965000,778,1,0,0,0,0,0,99999999,
48,長野県,a,1300,立科,タテシナ,36.271667,138.313333,715,1,1,1,2,0,0,99999999,
