都府県地方番号,都府県地方名,地点区分,地点番号,地点名,地点名カナ,緯度,経度,標高,降水量,気温,風,日照,積雪,湿度,終了年月日,備考
22,日高地方,a,0136,日高門別,ヒダカモンベツ,42.496667,142.053333,47,1,1,1,2,0,1,99999999,
22,日高地方,a,0137,新和,シンワ,42.543333,142.333333,60,1,1,1,2,0,0,99999999,
22,日高地方,a,0138,ヌモトル山,ヌモトルヤマ,42.600000,142.395000,613,1,0,0,0,0,0,19851001,
22,日高地方,a,0139,笹山,ササヤマ,42.433333,142.481667,110,1,0,0,0,0,0,99999999,
22,日高地方,a,0140,静内,シズナイ,42.343333,142.361667,10,1,1,1,2,1,1,99999999,
22,日高地方,a,0141,ピセナイ山,ピセナイヤマ,42.355000,142.658333,500,1,0,0,0,0,0,19980129,
22,日高地方,s,47426,浦河,ウラカワ,42.161667,142.776667,36.7,1,1,1,1,1,1,99999999,
22,日高地方,a,1097,仁世宇,ニセウ,42.771667,142.358333,150,1,0,0,0,0,0,99999999,
22,日高地方,a,1198,三石,ミツイシ,42.245000,142.661667,10,1,1,1,2,0,0,99999999,
22,日高地方,a,1202,日高,ヒダカ,42.876667,142.441667,280,1,1,1,2,1,0,99999999,
22,日高地方,a,1264,幌満,ホロマン,42.076667,143.035000,0,1,0,0,0,0,0,99999999,
22,日高地方,a,1276,目黒,メグロ,42.128333,143.311667,7,1,0,0,0,1,0,99999999,
22,日高地方,a,1288,中杵臼,ナカキネウス,42.223333,142.948333,98,1,1,1,2,1,0,99999999,
22,日高地方,a,1340,えりも岬,エリモミサキ,41.925000,143.243333,63,1,1,1,2,0,1,99999999,
22,日高地方,a,1430,旭,アサヒ,42.628333,142.393333,245,1,0,0,0,1,0,99999999,
22,日高地方,a,1594,平取,ビラトリ,42.606667,142.146667,44,0,0,0,0,1,0,20041011,
23,渡島地方,a,0143,長万部,オシャマンベ,42.516667,140.373333,6,1,1,1,2,1,0,99999999,
23,渡島地方,a,0144,八雲,ヤクモ,42.251667,140.271667,8,1,1,1,2,1,1,99999999,
23,渡島地方,a,0145,森,モリ,42.066667,140.588333,125,1,1,1,2,1,0,99999999,
23,渡島地方,a,0146,大沼,オオヌマ,41.976667,140.715000,165,1,0,0,0,1,0,99999999,
23,渡島地方,a,0147,川汲,カックミ,41.905000,140.970000,25,1,1,1,2,0,1,99999999,2004年12月5日までの地点名「南茅部」
23,渡島地方,a,0148,北斗,ホクト,41.886667,140.653333,25,1,1,1,2,0,0,99999999,2006年1月31日までの地点名「大野」
23,渡島地方,s,47430,函館,ハコダテ,41.816667,140.753333,35,1,1,1,1,1,1,99999999,
23,渡島地方,a,0150,汐首,シオクビ,41.718333,140.945000,26,1,0,0,0,0,0,19841018,
23,渡島地方,a,0151,小谷石,コタニイシ,41.543333,140.430000,125,1,0,0,0,0,0,20040921,
23,渡島地方,a,0152,松前,マツマエ,41.423333,140.086667,30,1,1,1,2,0,1,99999999,
23,渡島地方,a,0917,木古内,キコナイ,41.680000,140.436667,10,1,1,1,2,0,1,99999999,
23,渡島地方,a,1265,千軒,センゲン,41.558333,140.271667,100,1,0,0,0,1,0,99999999,
23,渡島地方,a,1416,蛾眉野,ガビノ,41.798333,140.950000,68,1,0,0,0,0,0,20030319,
23,渡島地方,a,1462,高松,タカマツ,41.770000,140.821667,34,1,1,1,0,1,0,99999999,
23,渡島地方,a,1543,戸井泊,トイトマリ,41.716667,141.003333,20,1,0,0,0,0,0,99999999,2004年12月5日までの地点名「戸井」
23,渡島地方,a,1552,知内,シリウチ,41.598333,140.375000,24,1,0,0,0,0,0,99999999,
23,渡島地方,a,0155,熊石,クマイシ,42.128333,139.985000,12,1,1,1,2,1,0,99999999,
24,檜山地方,a,0153,せたな,セタナ,42.450000,139.851667,10,1,1,1,2,0,0,99999999,2005年10月2日までの地点名「瀬棚」
24,檜山地方,a,0154,今金,イマカネ,42.428333,140.008333,19,1,1,1,2,1,0,99999999,
24,檜山地方,a,0156,潮見,シオミ,42.038333,140.088333,50,1,0,0,0,0,0,99999999,
24,檜山地方,s,47428,江差,エサシ,41.866667,140.123333,3.7,1,1,1,1,1,1,99999999,
24,檜山地方,a,1199,奥尻,オクシリ,42.248333,139.556667,5,1,1,1,2,0,1,99999999,
24,檜山地方,a,1200,鶉,ウズラ,41.930000,140.311667,53,1,1,1,2,1,0,99999999,
24,檜山地方,a,1205,石崎,イシザキ,41.700000,140.028333,5,1,0,0,0,0,0,99999999,
24,檜山地方,a,1513,米岡,ヨネオカ,42.071667,139.431667,49,1,1,1,0,0,0,99999999,
31,青森県,a,0158,障子山,ショウジヤマ,41.276667,141.096667,740,1,0,0,0,0,0,20051021,
31,青森県,s,47576,むつ,ムツ,41.283333,141.210000,2.9,1,1,1,1,1,1,99999999,1970年4月16日までの地点名「田名部」
31,青森県,a,0160,蟹田,カニタ,41.045000,140.633333,5,1,1,1,2,0,0,99999999,
31,青森県,s,47575,青森,アオモリ,40.821667,140.768333,2.8,1,1,1,1,1,1,99999999,
31,青森県,a,0162,野辺地,ノヘジ,40.885000,141.160000,14,1,1,1,2,1,0,99999999,
31,青森県,a,0163,鰺ケ沢,アジガサワ,40.776667,140.205000,40,1,1,1,2,1,1,99999999,
31,青森県,a,0164,五所川原,ゴショガワラ,40.808333,140.458333,9,1,1,1,2,1,1,99999999,
31,青森県,s,47574,深浦,フカウラ,40.645000,139.931667,66.1,1,1,1,1,1,1,99999999,
31,青森県,a,0166,弘前,ヒロサキ,40.611667,140.455000,30,1,1,1,2,1,1,99999999,
31,青森県,a,0167,黒石,クロイシ,40.666667,140.585000,30,1,1,1,2,0,0,99999999,
31,青森県,a,0168,八甲田山,ハッコウダサン,40.675000,140.858333,1310,1,0,0,0,0,0,20091102,
31,青森県,a,0169,三沢,ミサワ,40.675000,141.375000,39,1,1,1,2,0,1,99999999,
31,青森県,a,0170,四兵衛森,シヘイモリ,40.551667,140.206667,645,1,0,0,0,0,0,19961014,
31,青森県,a,0171,毛無山,ケナシヤマ,40.551667,140.753333,940,1,0,0,0,0,0,19830912,
31,青森県,a,0172,十和田,トワダ,40.606667,141.233333,55,1,1,1,2,1,0,99999999,
31,青森県,s,47581,八戸,ハチノヘ,40.526667,141.521667,27.1,1,1,1,1,1,1,99999999,
31,青森県,a,0174,大鰐,オオワニ,40.530000,140.555000,63,1,0,0,0,0,0,99999999,
31,青森県,a,0175,碇ケ関,イカリガセキ,40.481667,140.620000,135,1,1,1,2,1,1,99999999,
31,青森県,a,0176,空岱山,ソラダイヤマ,40.438333,140.708333,585,1,0,0,0,0,0,19941026,
31,青森県,a,0177,休屋,ヤスミヤ,40.426667,140.898333,414,1,1,1,2,0,0,99999999,
31,青森県,a,0178,朝日奈岳,アサヒナダケ,40.325000,141.048333,710,1,0,0,0,0,0,20091102,
31,青森県,a,0179,三戸,サンノヘ,40.383333,141.256667,60,1,1,1,2,1,1,99999999,
31,青森県,a,1026,今別,イマベツ,41.180000,140.481667,30,1,1,1,2,1,0,99999999,
31,青森県,a,1027,六ケ所,ロッカショ,40.885000,141.271667,80,1,1,1,2,0,1,99999999,
31,青森県,a,1041,大間,オオマ,41.526667,140.911667,14,1,1,1,2,1,1,99999999,
31,青森県,a,1042,大和山,ヤマトヤマ,40.848333,140.985000,137,1,0,0,0,0,0,99999999,
31,青森県,a,1079,酸ケ湯,スカユ,40.648333,140.848333,890,1,1,1,2,1,0,99999999,
31,青森県,a,1108,岳,ダケ,40.628333,140.263333,438,1,0,0,0,0,0,99999999,
31,青森県,a,1110,長慶平,チョウケイダイラ,40.618333,139.996667,242,1,0,0,0,0,0,19770901,
31,青森県,a,1119,市浦,シウラ,41.056667,140.346667,20,1,1,1,2,0,1,99999999,
31,青森県,a,1122,小田野沢,オダノサワ,41.235000,141.396667,6,1,1,1,2,0,0,99999999,
31,青森県,a,1124,脇野沢,ワキノサワ,41.145000,140.821667,15,1,1,1,2,1,0,99999999,
31,青森県,a,1183,七戸,シチノヘ,40.708333,141.128333,57,1,0,0,0,0,0,99999999,
31,青森県,a,1272,戸来,ヘライ,40.468333,141.176667,125,1,0,0,0,0,0,99999999,
31,青森県,a,1406,温川,ヌルカワ,40.515000,140.783333,404,1,0,0,0,0,0,99999999,
31,青森県,a,1495,青森大谷,アオモリオオタニ,40.733333,140.688333,198,1,1,1,0,1,0,99999999,
31,青森県,a,1559,湯野川,ユノカワ,41.313333,140.956667,162,1,0,0,0,0,0,99999999,
32,秋田県,a,0180,田代岳,タシロダケ,40.411667,140.400000,800,1,0,0,0,0,0,20050420,
32,秋田県,a,0181,陣場,ジンバ,40.403333,140.608333,176,1,0,0,0,0,0,99999999,
32,秋田県,a,0182,杉沢山,スギサワヤマ,40.365000,140.810000,670,1,0,0,0,0,0,19830920,
32,秋田県,a,0183,能代,ノシロ,40.198333,140.031667,6,1,1,1,2,1,0,99999999,
32,秋田県,a,0184,鷹巣,タカノス,40.226667,140.371667,29,1,1,1,2,1,1,99999999,
32,秋田県,a,0185,鹿角,カヅノ,40.215000,140.786667,123,1,1,1,2,1,0,99999999,1991年7月18日までの地点名「毛馬内」
32,秋田県,a,0186,湯瀬,ユゼ,40.120000,140.840000,214,1,1,1,2,0,1,99999999,
32,秋田県,a,0187,森吉山,モリヨシヤマ,40.005000,140.518333,800,1,0,0,0,0,0,20091102,
32,秋田県,a,0188,五城目,ゴジョウメ,39.938333,140.115000,6,1,1,1,2,1,1,99999999,
32,秋田県,a,0189,男鹿本山,オガホンザン,39.891667,139.766667,440,1,0,0,0,0,0,19841101,
32,秋田県,s,47582,秋田,アキタ,39.716667,140.098333,6.3,1,1,1,1,1,1,99999999,
32,秋田県,a,0191,太平山,タイヘイザン,39.783333,140.250000,600,1,0,0,0,0,0,19841031,
32,秋田県,a,0192,岩見三内,イワミサンナイ,39.706667,140.286667,41,1,1,1,2,0,1,99999999,
32,秋田県,a,0193,角館,カクノダテ,39.603333,140.556667,56,1,1,1,2,1,0,99999999,
32,秋田県,a,0194,田沢湖,タザワコ,39.698333,140.731667,230,1,1,1,2,0,1,99999999,
32,秋田県,a,0195,大曲,オオマガリ,39.490000,140.495000,30,1,1,1,2,0,1,99999999,
32,秋田県,a,0196,本荘,ホンジョウ,39.360000,140.055000,11,1,1,1,2,1,1,99999999,
32,秋田県,a,0197,保呂羽山,ホロハヤマ,39.368333,140.316667,340,1,0,0,0,0,0,20050420,
32,秋田県,a,0198,横手,ヨコテ,39.320000,140.555000,59,1,1,1,2,1,1,99999999,
32,秋田県,a,0199,にかほ,ニカホ,39.255000,139.913333,7,1,1,1,2,0,1,99999999,2013年10月15日までの地点名「象潟」
32,秋田県,a,0200,矢島,ヤシマ,39.235000,140.136667,46,1,1,1,2,1,0,99999999,
32,秋田県,a,0201,三森山,ミツモリヤマ,39.221667,140.716667,570,1,0,0,0,0,0,19941005,
32,秋田県,a,0202,湯沢,ユザワ,39.186667,140.463333,74,1,1,1,2,1,1,99999999,
32,秋田県,a,0203,姥井戸山,ウバイドヤマ,39.093333,140.335000,690,1,0,0,0,0,0,19830912,
32,秋田県,a,0204,湯の岱,ユノタイ,38.960000,140.528333,335,1,1,1,2,1,0,99999999,
32,秋田県,a,0912,大館,オオダテ,40.251667,140.505000,49,1,1,1,2,0,0,99999999,
32,秋田県,a,1035,大潟,オオガタ,40.000000,139.950000,-3,1,1,1,2,0,0,99999999,
32,秋田県,a,1036,男鹿,オガ,39.911667,139.900000,20,1,1,1,2,0,1,99999999,
32,秋田県,a,1043,八森,ハチモリ,40.413333,139.948333,34,1,1,1,2,0,1,99999999,
32,秋田県,a,1050,大正寺,ダイショウジ,39.526667,140.233333,20,1,1,1,2,1,0,99999999,
32,秋田県,a,1109,東成瀬,ヒガシナルセ,39.178333,140.648333,191,1,0,0,0,0,0,99999999,
32,秋田県,a,1115,比立内,ヒタチナイ,39.903333,140.450000,210,1,0,0,0,0,0,99999999,
32,秋田県,a,1117,東由利,ヒガシユリ,39.305000,140.288333,117,1,1,1,2,0,0,99999999,
32,秋田県,a,1131,阿仁合,アニアイ,39.993333,140.403333,120,1,1,1,2,1,0,99999999,
32,秋田県,a,1167,鎧畑,ヨロイバタ,39.775000,140.665000,281,1,0,0,0,0,0,99999999,
32,秋田県,a,1273,藤里,フジサト,40.320000,140.293333,68,1,0,0,0,0,0,99999999,
32,秋田県,a,1278,桧木内,ヒノキナイ,39.811667,140.585000,255,1,0,0,0,0,0,99999999,
32,秋田県,a,1289,八幡平,ハチマンタイ,40.013333,140.801667,578,1,1,1,2,0,1,99999999,
32,秋田県,a,1407,笹子,ジネゴ,39.103333,140.293333,200,1,0,0,0,0,0,99999999,
32,秋田県,a,1408,藤原,フジワラ,40.353333,140.780000,280,1,0,0,0,0,0,99999999,
32,秋田県,a,1422,男鹿真山,オガシンザン,39.938333,139.781667,84,1,0,0,0,0,0,99999999,
32,秋田県,a,1425,仁別,ニベツ,39.800000,140.216667,179,1,0,0,0,0,0,99999999,
32,秋田県,a,1463,脇神,ワキガミ,40.191667,140.371667,84,1,1,1,0,0,0,99999999,
32,秋田県,a,1511,雄和,ユウワ,39.615000,140.218333,93,1,1,1,0,1,0,99999999,
32,秋田県,a,1652,田沢湖高原,タザワココウゲン,39.778333,140.761667,652,1,0,0,0,0,0,99999999,
33,岩手県,a,0205,種市,タネイチ,40.403333,141.700000,70,1,1,1,2,0,1,99999999,
33,岩手県,a,0206,軽米,カルマイ,40.325000,141.466667,148,1,1,1,2,0,1,99999999,
33,岩手県,a,0207,二戸,ニノヘ,40.298333,141.298333,87,1,1,1,2,1,0,99999999,
33,岩手県,a,0208,折爪岳,オリヅメダケ,40.263333,141.375000,844,1,0,0,0,0,0,20091102,
33,岩手県,a,0209,久慈,クジ,40.168333,141.748333,13,1,1,1,2,1,1,99999999,
33,岩手県,a,0210,西岳,ニシダケ,40.083333,141.173333,1008,1,0,0,0,0,0,20091102,
33,岩手県,a,0211,葛巻,クズマキ,40.040000,141.456667,418,1,1,1,2,1,0,99999999,
33,岩手県,a,0212,袖山,ソデヤマ,40.025000,141.525000,1144,1,0,0,0,0,0,20091102,
33,岩手県,a,0213,茶臼岳,チャウスダケ,39.945000,140.905000,1443,1,0,0,0,0,0,20091102,
33,岩手県,a,0214,岩手松尾,イワテマツオ,39.951667,141.065000,275,1,1,1,2,1,1,99999999,
33,岩手県,a,0215,岩手山,イワテヤマ,39.840000,140.950000,1403,1,0,0,0,0,0,20051021,
33,岩手県,a,0216,岩洞,ガンドウ,39.825000,141.375000,678,1,0,0,0,0,0,20000930,
33,岩手県,a,0217,大森山,オオモリヤマ,39.818333,141.520000,1073,1,0,0,0,0,0,20091102,
33,岩手県,a,0218,岩泉,イワイズミ,39.846667,141.795000,105,1,1,1,2,1,1,99999999,
33,岩手県,a,0219,駒ケ岳,コマガタケ,39.733333,140.791667,1003,1,0,0,0,0,0,20050420,
33,岩手県,a,0220,害鷹森,ガイタカモリ,39.708333,141.603333,1278,1,0,0,0,0,0,20031021,
33,岩手県,a,0221,雫石,シズクイシ,39.696667,140.975000,195,1,1,1,2,1,0,99999999,
33,岩手県,s,47584,盛岡,モリオカ,39.698333,141.165000,155.2,1,1,1,1,1,1,99999999,
33,岩手県,s,47585,宮古,ミヤコ,39.646667,141.965000,42.5,1,1,1,1,1,1,99999999,
33,岩手県,a,0224,薬師岳,ヤクシダケ,39.528333,141.496667,1604,1,0,0,0,0,0,20051020,
33,岩手県,a,0225,黒森山,クロモリヤマ,39.495000,140.791667,644,1,0,0,0,0,0,19930801,
33,岩手県,a,0226,豊沢,トヨサワ,39.480000,140.968333,300,1,0,0,0,0,0,99999999,1983年11月15日までの地点名「駒頭山」
33,岩手県,a,0227,花巻,ハナマキ,39.428333,141.135000,90,1,1,1,0,0,0,99999999,
33,岩手県,a,0228,大迫,オオハサマ,39.470000,141.278333,150,1,1,1,2,0,0,99999999,
33,岩手県,a,0229,湯田,ユダ,39.310000,140.776667,250,1,1,1,2,1,1,99999999,
33,岩手県,a,0230,北上,キタカミ,39.288333,141.110000,61,1,1,1,2,1,1,99999999,
33,岩手県,a,0231,遠野,トオノ,39.338333,141.543333,275,1,1,1,2,1,1,99999999,
33,岩手県,a,0232,五葉山,ゴヨウサン,39.176667,141.661667,560,1,0,0,0,0,0,20091102,
33,岩手県,a,0233,釜石,カマイシ,39.270000,141.878333,5,1,1,1,2,0,0,99999999,
33,岩手県,a,0234,岳山,ダケヤマ,39.133333,140.876667,973,1,0,0,0,0,0,20051019,
33,岩手県,a,0235,若柳,ワカヤナギ,39.140000,141.063333,97,1,1,1,2,0,0,99999999,
33,岩手県,a,0236,江刺,エサシ,39.183333,141.161667,42,1,1,1,2,0,0,99999999,
33,岩手県,s,47512,大船渡,オオフナト,39.063333,141.713333,36.9,1,1,1,1,1,1,99999999,
33,岩手県,a,0238,一関,イチノセキ,38.933333,141.125000,32,1,1,1,2,1,1,99999999,
33,岩手県,a,0239,千厩,センマヤ,38.921667,141.330000,120,1,1,1,2,0,0,99999999,
33,岩手県,a,0240,室根山,ムロネヤマ,38.970000,141.450000,883,1,0,0,0,0,0,20051018,
33,岩手県,a,1028,祭畤,マツルベ,39.011667,140.865000,350,1,0,0,0,1,0,99999999,
33,岩手県,a,1032,好摩,コウマ,39.868333,141.166667,205,1,1,1,2,0,0,99999999,
33,岩手県,a,1033,山田,ヤマダ,39.450000,141.956667,24,1,1,1,2,0,0,99999999,
33,岩手県,a,1037,大野,オオノ,40.281667,141.666667,200,1,0,0,0,0,0,99999999,
33,岩手県,a,1045,衣川,コロモガワ,39.050000,141.045000,75,1,0,0,0,0,0,99999999,
33,岩手県,a,1078,薮川,ヤブカワ,39.783333,141.328333,680,1,1,1,2,0,1,99999999,2012年5月31日までの地点名「藪川」
33,岩手県,a,1113,米里,ヨネサト,39.233333,141.310000,170,1,0,0,0,0,0,99999999,
33,岩手県,a,1118,沢内,サワウチ,39.548333,140.843333,407,1,1,1,2,0,1,99999999,
33,岩手県,a,1120,荒屋,アラヤ,40.103333,141.050000,290,1,1,1,2,0,1,99999999,
33,岩手県,a,1123,普代,フダイ,40.003333,141.883333,8,1,1,1,2,0,1,99999999,
33,岩手県,a,1128,紫波,シワ,39.546667,141.126667,125,1,1,1,2,0,0,99999999,
33,岩手県,a,1168,葛根田,カッコンダ,39.776667,140.945000,350,1,0,0,0,0,0,99999999,
33,岩手県,a,1206,住田,スミタ,39.141667,141.573333,80,1,1,1,2,0,0,99999999,
33,岩手県,a,1212,小本,オモト,39.846667,141.963333,3,1,1,1,2,0,0,99999999,
33,岩手県,a,1215,奥中山,オクナカヤマ,40.060000,141.225000,430,1,1,1,2,1,0,99999999,
33,岩手県,a,1219,山形,ヤマガタ,40.148333,141.571667,290,1,1,1,2,0,0,99999999,
33,岩手県,a,1224,川井,カワイ,39.598333,141.681667,192,1,1,1,2,0,0,99999999,
33,岩手県,a,1225,門馬,カドマ,39.633333,141.436667,620,1,1,1,1,0,0,19931007,
33,岩手県,a,1332,下戸鎖,シモトクサリ,40.085000,141.711667,232,1,0,0,0,0,0,99999999,
33,岩手県,a,1447,区界,クザカイ,39.650000,141.353333,734,1,1,1,2,1,0,99999999,
33,岩手県,a,1508,大槌,オオツチ,39.438333,141.806667,120,1,0,0,0,0,0,99999999,
33,岩手県,a,1557,大東,ダイトウ,39.038333,141.296667,140,1,0,0,0,0,0,99999999,
33,岩手県,a,1558,金ヶ崎,カネガサキ,39.225000,141.015000,170,1,0,0,0,0,0,99999999,
33,岩手県,a,1560,滝沢,タキザワ,39.780000,141.096667,210,1,0,0,0,0,0,99999999,
33,岩手県,a,1563,附馬牛,ツキモウシ,39.456667,141.506667,440,1,0,0,0,0,0,99999999,
33,岩手県,a,1598,厳美,ゲンビ,38.983333,140.911667,230,1,0,0,0,0,0,20080902,
33,岩手県,a,1627,刈屋,カリヤ,39.641667,141.773333,140,1,0,0,0,0,0,20211207,
33,岩手県,a,1628,新町,シンチョウ,39.360000,141.905000,4,1,1,1,0,0,0,20211207,2014年5月28日までの地点名「小鎚」
33,岩手県,a,1629,陸前高田,リクゼンタカタ,39.025000,141.630000,61,1,1,1,0,0,0,20211207,
33,岩手県,a,1653,一方井,イッカタイ,39.973333,141.166667,285,1,0,0,0,0,0,99999999,
34,宮城県,a,0241,栗駒山,クリコマヤマ,38.945000,140.803333,1100,1,0,0,0,0,0,19791030,
34,宮城県,a,0242,気仙沼,ケセンヌマ,38.906667,141.556667,62,1,1,1,2,0,0,99999999,
34,宮城県,a,0243,川渡,カワタビ,38.743333,140.760000,170,1,1,1,2,1,0,99999999,
34,宮城県,a,0244,築館,ツキダテ,38.735000,141.005000,25,1,1,1,2,0,1,99999999,
34,宮城県,a,0245,箕輪山,ミノワヤマ,38.663333,140.640000,680,1,0,0,0,0,0,20051012,
34,宮城県,a,0246,志津川,シヅガワ,38.681667,141.448333,39,1,1,1,2,0,1,99999999,
34,宮城県,a,0247,古川,フルカワ,38.598333,140.911667,28,1,1,1,2,1,1,99999999,
34,宮城県,a,0248,大衡,オオヒラ,38.473333,140.888333,57,1,1,1,2,0,0,99999999,
34,宮城県,a,0249,鹿島台,カシマダイ,38.460000,141.091667,3,1,1,1,2,0,0,99999999,
34,宮城県,s,47592,石巻,イシノマキ,38.426667,141.298333,42.5,1,1,1,1,1,1,99999999,
34,宮城県,a,0251,新川,ニッカワ,38.303333,140.636667,265,1,1,1,2,1,1,99999999,
34,宮城県,a,0252,鷹巣山,タカノスヤマ,38.263333,140.591667,705,1,0,0,0,0,0,19961025,
34,宮城県,s,47590,仙台,センダイ,38.261667,140.896667,38.9,1,1,1,1,1,1,99999999,
34,宮城県,a,0254,川崎,カワサキ,38.178333,140.635000,200,1,1,1,1,0,0,20051026,
34,宮城県,a,0255,不忘山,フボウヤマ,38.071667,140.501667,1050,1,0,0,0,0,0,20091102,
34,宮城県,a,0256,白石,シロイシ,38.015000,140.611667,86,1,1,1,2,1,1,99999999,
34,宮城県,a,0257,亘理,ワタリ,38.025000,140.858333,4,1,1,1,2,0,0,99999999,
34,宮城県,a,0985,雄勝,オガツ,38.520000,141.465000,24,1,0,0,0,0,0,99999999,
34,宮城県,a,1029,米山,ヨネヤマ,38.626667,141.188333,5,1,1,1,2,0,0,99999999,
34,宮城県,a,1030,塩釜,シオガマ,38.338333,141.013333,105,1,1,1,2,0,0,99999999,
34,宮城県,a,1126,駒ノ湯,コマノユ,38.913333,140.828333,532,1,1,1,2,1,1,99999999,
34,宮城県,a,1220,丸森,マルモリ,37.931667,140.778333,18,1,1,1,2,0,0,99999999,
34,宮城県,a,1267,花山,ハナヤマ,38.773333,140.866667,150,1,0,0,0,0,0,20010927,
34,宮城県,a,1290,江ノ島,エノシマ,38.398333,141.596667,40,1,1,1,2,0,0,20210309,
34,宮城県,a,1298,筆甫,ヒッポ,37.826667,140.728333,305,1,0,0,0,0,0,99999999,
34,宮城県,a,1365,泉ケ岳,イズミガダケ,38.406667,140.721667,630,1,0,0,0,0,0,99999999,
34,宮城県,a,1464,名取,ナトリ,38.138333,140.916667,2,1,1,1,0,1,0,99999999,
34,宮城県,a,1526,鴬沢,ウグイスザワ,38.805000,140.948333,33,1,0,0,0,0,0,99999999,
34,宮城県,a,1561,加美,カミ,38.571667,140.726667,195,1,0,0,0,0,0,99999999,
34,宮城県,a,1564,蔵王,ザオウ,38.126667,140.680000,112,1,1,1,2,0,1,99999999,
34,宮城県,a,1597,栗駒深山,クリコマフカヤマ,38.863333,140.843333,550,1,0,0,0,0,0,20081022,
34,宮城県,a,1600,栗駒,クリコマ,38.940000,140.816667,850,0,0,0,0,1,0,19970428,
34,宮城県,a,1626,女川,オナガワ,38.446667,141.450000,38,1,1,1,2,0,0,99999999,
34,宮城県,a,1630,桃生,モノウ,38.560000,141.245000,5,1,1,1,0,0,0,20211207,
34,宮城県,a,1631,東松島,ヒガシマツシマ,38.426667,141.213333,4,1,1,1,0,0,0,20211207,
34,宮城県,a,1632,岩沼,イワヌマ,38.106667,140.876667,4,1,0,0,0,0,0,20211207,
35,山形県,a,0258,鳥海山,チョウカイサン,39.066667,140.036667,1199,1,0,0,0,0,0,20091102,
35,山形県,s,47587,酒田,サカタ,38.908333,139.843333,3.1,1,1,1,1,1,1,99999999,
35,山形県,a,0260,差首鍋,サスナベ,38.918333,140.200000,88,1,1,1,2,0,1,99999999,
35,山形県,a,0261,太平山,タイヘイザン,38.901667,140.385000,509,1,0,0,0,0,0,19980129,
35,山形県,a,0262,金山,カネヤマ,38.878333,140.331667,170,1,1,1,2,1,0,99999999,
35,山形県,a,0263,鶴岡,ツルオカ,38.735000,139.828333,16,1,1,1,2,0,1,99999999,
35,山形県,a,0264,狩川,カリカワ,38.800000,139.973333,17,1,1,1,2,1,1,99999999,
35,山形県,s,47520,新庄,シンジヨウ,38.756667,140.311667,105.1,1,1,1,1,1,1,99999999,
35,山形県,a,0266,瀬見,セミ,38.755000,140.413333,150,1,0,0,0,0,0,99999999,
35,山形県,a,0267,温海岳,アツミダケ,38.628333,139.630000,620,1,0,0,0,0,0,20091102,
35,山形県,a,0268,櫛引,クシビキ,38.671667,139.848333,33,1,0,0,0,1,0,99999999,
35,山形県,a,0269,月山,ガッサン,38.498333,140.101667,770,1,0,0,0,0,0,20091102,
35,山形県,a,0270,銀山,ギンザン,38.561667,140.526667,440,1,0,0,0,0,0,20051025,
35,山形県,a,0271,楯岡,タテオカ,38.473333,140.398333,118,1,1,1,1,0,0,20020604,
35,山形県,a,0272,左沢,アテラザワ,38.370000,140.191667,133,1,1,1,2,1,0,99999999,
35,山形県,s,47588,山形,ヤマガタ,38.255000,140.345000,152.5,1,1,1,1,1,1,99999999,
35,山形県,a,0274,葉山,ハヤマ,38.161667,139.981667,970,1,0,0,0,0,0,19841001,
35,山形県,a,0275,長井,ナガイ,38.105000,140.015000,210,1,1,1,2,1,1,99999999,
35,山形県,a,0276,蔵王山,ザオウサン,38.156667,140.433333,1660,1,0,0,0,0,0,20091102,
35,山形県,a,0277,小国,オグニ,38.078333,139.735000,140,1,1,1,2,1,1,99999999,
35,山形県,a,0278,高峰,タカミネ,37.990000,139.953333,260,1,1,1,2,0,0,99999999,
35,山形県,a,0279,米沢,ヨネザワ,37.911667,140.143333,245,1,1,1,2,1,1,99999999,
35,山形県,a,0280,西吾妻山,ニシアヅマヤマ,37.766667,140.138333,1530,1,0,0,0,0,0,20091102,
35,山形県,a,0910,向町,ムカイマチ,38.758333,140.516667,212,1,1,1,2,1,1,99999999,
35,山形県,a,1038,上草津,カミクサツ,38.995000,140.028333,178,1,0,0,0,0,0,20171220,
35,山形県,a,1039,尾花沢,オバナザワ,38.608333,140.411667,106,1,1,1,2,1,1,99999999,
35,山形県,a,1040,鼠ケ関,ネズガセキ,38.566667,139.551667,18,1,1,1,2,0,1,99999999,
35,山形県,a,1103,山毛欅潰山,ブナツブレヤマ,37.911667,139.815000,890,1,0,0,0,0,0,19801020,
35,山形県,a,1125,肘折,ヒジオリ,38.606667,140.163333,330,1,1,1,2,1,0,99999999,
35,山形県,a,1132,高畠,タカハタ,38.003333,140.206667,220,1,1,1,2,0,0,99999999,
35,山形県,a,1169,落合,オチアイ,38.605000,139.835000,99,1,0,0,0,0,0,19771102,
35,山形県,a,1291,飛島,トビシマ,39.183333,139.543333,58,1,1,1,2,0,1,99999999,
35,山形県,a,1292,大井沢,オオイサワ,38.390000,139.993333,440,1,1,1,2,1,0,99999999,
35,山形県,a,1357,荒沢,アラサワ,38.508333,139.781667,272,1,0,0,0,0,0,99999999,
35,山形県,a,1372,中津川,ナカツガワ,37.910000,139.843333,390,1,0,0,0,0,0,99999999,
35,山形県,a,1428,白鷹山,シラタカヤマ,38.221667,140.185000,860,1,0,0,0,0,0,20091102,
