ダウンロードした時刻：2023/11/04 23:37:44

,,,東京,東京,東京,東京,東京,東京,東京,東京,東京
年,月,日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,,,
,,,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1924,7,1,23.4,8,1,28.5,8,1,18.7,8,1
1924,7,2,23.1,8,1,27.9,8,1,19.0,8,1
1924,7,3,19.0,8,1,21.2,8,1,17.1,8,1
1924,7,4,21.2,8,1,25.9,8,1,16.6,8,1
1924,7,5,24.9,8,1,29.9,8,1,19.8,8,1
1924,7,6,26.0,8,1,31.8,8,1,21.3,8,1
1924,7,7,27.2,8,1,32.7,8,1,23.2,8,1
1924,7,8,27.1,8,1,31.4,8,1,24.3,8,1
1924,7,9,27.7,8,1,33.6,8,1,22.7,8,1
1924,7,10,26.8,8,1,31.6,8,1,23.8,8,1
1924,7,11,26.3,8,1,30.4,8,1,23.5,8,1
1924,7,12,26.1,8,1,31.9,8,1,21.7,8,1
1924,7,13,26.4,8,1,31.4,8,1,22.7,8,1
1924,7,14,26.4,8,1,32.4,8,1,21.5,8,1
1924,7,15,25.2,8,1,29.6,8,1,21.9,8,1
1924,7,16,26.9,8,1,30.4,8,1,24.2,8,1
1924,7,17,26.0,8,1,29.5,8,1,24.0,8,1
1924,7,18,25.6,8,1,29.2,8,1,23.1,8,1
1924,7,19,25.4,8,1,30.3,8,1,21.8,8,1
1924,7,20,25.9,8,1,31.3,8,1,20.2,8,1
1924,7,21,25.8,8,1,30.8,8,1,20.8,8,1
1924,7,22,26.6,8,1,30.8,8,1,22.8,8,1
1924,7,23,26.7,8,1,30.9,8,1,23.0,8,1
1924,7,24,27.9,8,1,33.1,8,1,23.5,8,1
1924,7,25,28.0,8,1,32.1,8,1,25.5,8,1
1924,7,26,27.9,8,1,32.9,8,1,24.8,8,1
1924,7,27,27.7,8,1,32.4,8,1,23.5,8,1
1924,7,28,27.9,8,1,33.1,8,1,23.6,8,1
1924,7,29,28.0,8,1,33.5,8,1,24.0,8,1
1924,7,30,27.6,8,1,33.1,8,1,23.7,8,1
1924,7,31,27.0,8,1,32.2,8,1,23.4,8,1
1925,7,1,20.5,8,1,23.2,8,1,18.0,8,1
1925,7,2,21.6,8,1,26.0,8,1,16.8,8,1
1925,7,3,22.0,8,1,26.8,8,1,17.8,8,1
1925,7,4,23.4,8,1,27.9,8,1,18.9,8,1
1925,7,5,22.6,8,1,24.6,8,1,20.0,8,1
1925,7,6,22.9,8,1,26.6,8,1,20.2,8,1
1925,7,7,23.0,8,1,24.6,8,1,21.8,8,1
1925,7,8,25.0,8,1,33.1,8,1,20.3,8,1
1925,7,9,21.3,8,1,23.8,8,1,18.9,8,1
1925,7,10,19.7,8,1,21.4,8,1,18.2,8,1
1925,7,11,22.0,8,1,25.8,8,1,19.1,8,1
1925,7,12,18.1,8,1,20.9,8,1,16.4,8,1
1925,7,13,17.7,8,1,21.2,8,1,15.5,8,1
1925,7,14,19.8,8,1,24.3,8,1,14.2,8,1
1925,7,15,21.7,8,1,25.4,8,1,17.5,8,1
1925,7,16,23.1,8,1,28.0,8,1,16.8,8,1
1925,7,17,24.1,8,1,28.3,8,1,20.8,8,1
1925,7,18,25.1,8,1,29.8,8,1,19.4,8,1
1925,7,19,26.3,8,1,31.1,8,1,22.0,8,1
1925,7,20,26.3,8,1,30.8,8,1,23.8,8,1
1925,7,21,25.7,8,1,31.0,8,1,21.8,8,1
1925,7,22,24.2,8,1,28.3,8,1,19.6,8,1
1925,7,23,25.1,8,1,28.6,8,1,22.6,8,1
1925,7,24,26.2,8,1,30.1,8,1,23.6,8,1
1925,7,25,26.0,8,1,30.3,8,1,22.1,8,1
1925,7,26,23.1,8,1,25.0,8,1,21.2,8,1
1925,7,27,22.0,8,1,24.1,8,1,20.3,8,1
1925,7,28,23.2,8,1,27.6,8,1,18.3,8,1
1925,7,29,25.0,8,1,30.0,8,1,19.4,8,1
1925,7,30,25.4,8,1,29.3,8,1,21.2,8,1
1925,7,31,26.0,8,1,31.0,8,1,21.1,8,1
1926,7,1,21.6,8,1,26.7,8,1,18.8,8,1
1926,7,2,22.2,8,1,26.2,8,1,18.3,8,1
1926,7,3,22.9,8,1,27.9,8,1,16.9,8,1
1926,7,4,22.5,8,1,23.9,8,1,20.9,8,1
1926,7,5,23.2,8,1,25.7,8,1,20.5,8,1
1926,7,6,22.3,8,1,26.2,8,1,18.9,8,1
1926,7,7,23.3,8,1,26.9,8,1,20.0,8,1
1926,7,8,22.5,8,1,28.1,8,1,18.9,8,1
1926,7,9,21.2,8,1,25.9,8,1,15.4,8,1
1926,7,10,21.3,8,1,26.9,8,1,15.5,8,1
1926,7,11,22.7,8,1,28.2,8,1,15.8,8,1
1926,7,12,23.5,8,1,28.0,8,1,20.3,8,1
1926,7,13,24.6,8,1,27.5,8,1,22.2,8,1
1926,7,14,25.7,8,1,29.3,8,1,22.2,8,1
1926,7,15,26.6,8,1,31.4,8,1,21.8,8,1
1926,7,16,27.8,8,1,33.6,8,1,23.1,8,1
1926,7,17,27.3,8,1,33.4,8,1,23.1,8,1
1926,7,18,26.4,8,1,30.2,8,1,23.0,8,1
1926,7,19,26.9,8,1,30.8,8,1,24.5,8,1
1926,7,20,26.7,8,1,32.3,8,1,21.8,8,1
1926,7,21,24.0,8,1,30.3,8,1,20.8,8,1
1926,7,22,24.3,8,1,27.9,8,1,21.0,8,1
1926,7,23,26.3,8,1,32.6,8,1,23.4,8,1
1926,7,24,23.5,8,1,26.5,8,1,20.8,8,1
1926,7,25,23.8,8,1,27.9,8,1,20.8,8,1
