ダウンロードした時刻：2023/11/04 23:37:28

,,,東京,東京,東京,東京,東京,東京,東京,東京,東京
1926,4,28,13.3,8,1,19.9,8,1,3.6,8,1
1926,4,29,9.2,8,1,14.7,8,1,6.1,8,1
1926,4,30,12.0,8,1,18.6,8,1,2.6,8,1
1927,4,1,15.6,8,1,19.1,8,1,12.5,8,1
1927,4,2,15.7,8,1,20.5,8,1,12.2,8,1
1927,4,3,16.4,8,1,20.7,8,1,12.8,8,1
1927,4,4,14.5,8,1,16.8,8,1,11.4,8,1
1927,4,5,12.3,8,1,15.3,8,1,8.6,8,1
1927,4,6,10.5,8,1,13.8,8,1,8.2,8,1
1927,4,7,11.2,8,1,15.2,8,1,7.9,8,1
1927,4,8,12.1,8,1,17.3,8,1,8.4,8,1
1927,4,9,12.8,8,1,16.5,8,1,9.3,8,1
1927,4,10,13.9,8,1,18.7,8,1,9.9,8,1
1927,4,11,11.9,8,1,13.6,8,1,10.6,8,1
1927,4,12,11.5,8,1,17.3,8,1,7.6,8,1
1927,4,13,11.0,8,1,17.3,8,1,3.6,8,1
1927,4,14,10.1,8,1,11.7,8,1,8.6,8,1
1927,4,15,10.4,8,1,13.9,8,1,7.8,8,1
1927,4,16,12.6,8,1,17.1,8,1,7.7,8,1
1927,4,17,10.9,8,1,16.9,8,1,4.4,8,1
1927,4,18,11.6,8,1,18.9,8,1,2.9,8,1
1927,4,19,12.8,8,1,18.2,8,1,5.0,8,1
1927,4,20,16.6,8,1,22.4,8,1,9.8,8,1
1927,4,21,16.6,8,1,21.5,8,1,9.4,8,1
1927,4,22,9.7,8,1,12.2,8,1,7.5,8,1
1927,4,23,10.6,8,1,17.0,8,1,4.4,8,1
1927,4,24,12.7,8,1,20.1,8,1,4.7,8,1
1927,4,25,13.6,8,1,20.2,8,1,8.2,8,1
1927,4,26,15.5,8,1,21.6,8,1,10.8,8,1
1927,4,27,16.5,8,1,23.1,8,1,8.5,8,1
1927,4,28,18.2,8,1,22.8,8,1,12.9,8,1
1927,4,29,19.1,8,1,23.9,8,1,15.1,8,1
1927,4,30,18.3,8,1,22.9,8,1,13.1,8,1
1928,4,1,7.4,8,1,10.4,8,1,5.1,8,1
1928,4,2,8.7,8,1,13.2,8,1,2.9,8,1
1928,4,3,8.9,8,1,10.4,8,1,7.1,8,1
1928,4,4,11.9,8,1,19.3,8,1,7.7,8,1
1928,4,5,11.5,8,1,17.6,8,1,5.7,8,1
1928,4,6,11.0,8,1,15.8,8,1,3.2,8,1
1928,4,7,13.0,8,1,17.0,8,1,9.5,8,1
1928,4,8,13.9,8,1,19.1,8,1,7.2,8,1
1928,4,9,14.3,8,1,18.4,8,1,10.1,8,1
1928,4,10,11.8,8,1,13.4,8,1,10.6,8,1
1928,4,11,12.7,8,1,17.9,8,1,8.2,8,1
1928,4,12,12.2,8,1,17.7,8,1,4.6,8,1
1928,4,13,13.9,8,1,19.0,8,1,7.3,8,1
1928,4,14,15.6,8,1,20.4,8,1,9.7,8,1
1928,4,15,15.3,8,1,20.1,8,1,10.0,8,1
1928,4,16,10.9,8,1,14.8,8,1,8.1,8,1
1928,4,17,10.4,8,1,15.2,8,1,7.1,8,1
1928,4,18,13.5,8,1,18.9,8,1,6.2,8,1
1928,4,19,17.6,8,1,25.0,8,1,9.5,8,1
1928,4,20,12.9,8,1,18.2,8,1,9.1,8,1
1928,4,21,9.6,8,1,11.9,8,1,7.3,8,1
1928,4,22,7.8,8,1,10.7,8,1,4.9,8,1
1928,4,23,11.1,8,1,16.7,8,1,8.0,8,1
1928,4,24,8.3,8,1,12.5,8,1,3.6,8,1
1928,4,25,10.0,8,1,15.5,8,1,1.8,8,1
1928,4,26,14.5,8,1,20.2,8,1,6.5,8,1
1928,4,27,16.5,8,1,20.1,8,1,13.3,8,1
1928,4,28,14.8,8,1,19.4,8,1,11.6,8,1
1928,4,29,16.9,8,1,23.4,8,1,11.0,8,1
1928,4,30,19.2,8,1,25.1,8,1,13.2,8,1
1929,4,1,11.8,8,1,15.4,8,1,8.6,8,1
1929,4,2,6.8,8,1,10.2,8,1,3.7,8,1
1929,4,3,6.3,8,1,9.6,8,1,2.4,8,1
1929,4,4,9.4,8,1,13.9,8,1,3.8,8,1
1929,4,5,11.5,8,1,16.0,8,1,5.7,8,1
1929,4,6,13.7,8,1,21.4,8,1,4.2,8,1
1929,4,7,12.9,8,1,15.0,8,1,9.8,8,1
1929,4,8,9.0,8,1,10.8,8,1,6.4,8,1
1929,4,9,9.9,8,1,14.1,8,1,5.8,8,1
1929,4,10,12.2,8,1,17.9,8,1,8.2,8,1
1929,4,11,10.0,8,1,13.9,8,1,4.1,8,1
1929,4,12,10.5,8,1,13.6,8,1,6.8,8,1
1929,4,13,12.2,8,1,16.8,8,1,4.7,8,1
1929,4,14,12.5,8,1,17.4,8,1,6.6,8,1
1929,4,15,12.3,8,1,19.4,8,1,3.7,8,1
1929,4,16,15.8,8,1,22.3,8,1,7.9,8,1
1929,4,17,16.8,8,1,22.4,8,1,10.7,8,1
1929,4,18,11.8,8,1,14.4,8,1,9.3,8,1
1929,4,19,11.3,8,1,13.6,8,1,9.0,8,1
1929,4,20,10.8,8,1,11.7,8,1,9.2,8,1
1929,4,21,14.5,8,1,19.5,8,1,8.3,8,1
1929,4,22,11.0,8,1,16.9,8,1,4.2,8,1
1929,4,23,11.8,8,1,17.2,8,1,5.4,8,1
1929,4,24,12.2,8,1,17.7,8,1,3.6,8,1
1929,4,25,15.5,8,1,20.6,8,1,7.9,8,1
1929,4,26,18.3,8,1,22.5,8,1,12.4,8,1
1929,4,27,18.0,8,1,21.9,8,1,13.6,8,1
1929,4,28,17.5,8,1,21.3,8,1,13.5,8,1
1929,4,29,14.6,8,1,17.0,8,1,11.7,8,1
1929,4,30,15.7,8,1,20.1,8,1,10.9,8,1
1930,4,1,6.3,8,1,10.4,8,1,1.2,8,1
1930,4,2,6.8,8,1,9.5,8,1,3.9,8,1
1930,4,3,8.7,8,1,15.9,8,1,2.6,8,1
1930,4,4,11.3,8,1,16.2,8,1,4.9,8,1
1930,4,5,14.1,8,1,20.3,8,1,7.2,8,1
1930,4,6,15.2,8,1,20.0,8,1,11.5,8,1
1930,4,7,16.6,8,1,22.6,8,1,9.6,8,1
1930,4,8,13.5,8,1,15.5,8,1,10.4,8,1
1930,4,9,15.2,8,1,20.6,8,1,9.9,8,1
1930,4,10,15.4,8,1,20.4,8,1,11.9,8,1
1930,4,11,19.2,8,1,24.6,8,1,14.7,8,1
1930,4,12,11.1,8,1,17.9,8,1,9.0,8,1
1930,4,13,10.6,8,1,12.5,8,1,8.6,8,1
1930,4,14,12.7,8,1,16.4,8,1,7.7,8,1
1930,4,15,11.2,8,1,13.4,8,1,9.1,8,1
1930,4,16,13.6,8,1,19.6,8,1,8.6,8,1
1930,4,17,15.0,8,1,21.4,8,1,5.6,8,1
1930,4,18,18.9,8,1,23.1,8,1,14.9,8,1
1930,4,19,18.1,8,1,24.1,8,1,10.6,8,1
1930,4,20,15.2,8,1,18.6,8,1,12.3,8,1
1930,4,21,14.6,8,1,22.5,8,1,10.6,8,1
1930,4,22,15.1,8,1,22.7,8,1,9.3,8,1
1930,4,23,12.4,8,1,17.7,8,1,6.1,8,1
1930,4,24,15.3,8,1,19.0,8,1,11.3,8,1
1930,4,25,19.1,8,1,21.0,8,1,15.5,8,1
1930,4,26,19.5,8,1,24.6,8,1,14.0,8,1
1930,4,27,14.1,8,1,18.9,8,1,10.0,8,1
1930,4,28,15.4,8,1,20.1,8,1,8.4,8,1
1930,4,29,12.5,8,1,15.0,8,1,11.2,8,1
1930,4,30,12.9,8,1,14.9,8,1,11.4,8,1
1931,4,1,9.1,8,1,11.6,8,1,7.0,8,1
1931,4,2,10.7,8,1,17.2,8,1,6.1,8,1
1931,4,3,8.3,8,1,13.1,8,1,2.6,8,1
1931,4,4,11.0,8,1,17.6,8,1,4.2,8,1
1931,4,5,9.8,8,1,14.3,8,1,5.2,8,1
1931,4,6,10.3,8,1,17.4,8,1,3.5,8,1
1931,4,7,8.2,8,1,13.2,8,1,2.8,8,1
1931,4,8,6.8,8,1,11.6,8,1,0.0,8,1
1931,4,9,8.9,8,1,15.4,8,1,3.1,8,1
1931,4,10,11.4,8,1,19.0,8,1,2.1,8,1
1931,4,11,12.0,8,1,15.3,8,1,8.6,8,1
1931,4,12,6.6,8,1,11.0,8,1,4.1,8,1
1931,4,13,8.6,8,1,12.6,8,1,5.1,8,1
1931,4,14,11.3,8,1,17.0,8,1,6.5,8,1
1931,4,15,13.1,8,1,17.7,8,1,8.1,8,1
1931,4,16,15.5,8,1,20.5,8,1,10.0,8,1
1931,4,17,17.3,8,1,22.0,8,1,12.0,8,1
1931,4,18,11.4,8,1,14.7,8,1,7.9,8,1
1931,4,19,11.1,8,1,16.9,8,1,5.7,8,1
1931,4,20,12.3,8,1,17.6,8,1,5.0,8,1
1931,4,21,14.6,8,1,20.3,8,1,7.5,8,1
1931,4,22,18.5,8,1,26.4,8,1,13.7,8,1
1931,4,23,13.1,8,1,16.7,8,1,8.6,8,1
1931,4,24,12.1,8,1,16.5,8,1,8.7,8,1
1931,4,25,15.6,8,1,21.5,8,1,10.8,8,1
1931,4,26,15.2,8,1,20.4,8,1,6.6,8,1
1931,4,27,17.7,8,1,20.6,8,1,15.6,8,1
1931,4,28,20.1,8,1,24.8,8,1,16.1,8,1
1931,4,29,13.7,8,1,17.5,8,1,12.0,8,1
1931,4,30,17.0,8,1,23.0,8,1,12.4,8,1
1932,4,1,8.3,8,1,14.6,8,1,1.5,8,1
1932,4,2,10.8,8,1,16.9,8,1,2.4,8,1
1932,4,3,12.3,8,1,18.4,8,1,6.7,8,1
1932,4,4,13.5,8,1,19.5,8,1,8.5,8,1
1932,4,5,10.8,8,1,14.4,8,1,8.5,8,1
1932,4,6,11.8,8,1,18.0,8,1,6.0,8,1
1932,4,7,9.6,8,1,13.8,8,1,4.1,8,1
1932,4,8,9.4,8,1,11.6,8,1,6.4,8,1
1932,4,9,11.7,8,1,16.8,8,1,3.1,8,1
1932,4,10,14.2,8,1,19.4,8,1,9.0,8,1
1932,4,11,9.1,8,1,11.9,8,1,6.0,8,1
1932,4,12,7.2,8,1,10.0,8,1,5.5,8,1
1932,4,13,12.7,8,1,19.5,8,1,7.7,8,1
1932,4,14,11.2,8,1,15.7,8,1,6.1,8,1
1932,4,15,9.8,8,1,11.2,8,1,8.4,8,1
1932,4,16,13.6,8,1,21.0,8,1,7.0,8,1
1932,4,17,13.4,8,1,18.6,8,1,8.5,8,1
1932,4,18,8.6,8,1,10.5,8,1,6.8,8,1
1932,4,19,12.8,8,1,17.0,8,1,6.6,8,1
1932,4,20,13.6,8,1,21.0,8,1,8.4,8,1
1932,4,21,11.7,8,1,16.9,8,1,5.7,8,1
1932,4,22,13.4,8,1,18.9,8,1,7.0,8,1
1932,4,23,13.4,8,1,17.3,8,1,7.7,8,1
1932,4,24,14.3,8,1,15.5,8,1,12.7,8,1
1932,4,25,16.1,8,1,23.5,8,1,8.3,8,1
1932,4,26,11.8,8,1,16.6,8,1,5.2,8,1
1932,4,27,13.4,8,1,18.4,8,1,6.3,8,1
1932,4,28,16.2,8,1,18.4,8,1,14.0,8,1
1932,4,29,17.7,8,1,23.0,8,1,13.3,8,1
1932,4,30,15.6,8,1,19.1,8,1,12.0,8,1
1933,4,1,11.1,8,1,17.4,8,1,5.9,8,1
1933,4,2,11.7,8,1,18.6,8,1,4.1,8,1
1933,4,3,13.2,8,1,19.6,8,1,7.5,8,1
1933,4,4,10.2,8,1,11.6,8,1,9.2,8,1
1933,4,5,13.4,8,1,17.9,8,1,9.2,8,1
1933,4,6,11.8,8,1,15.2,8,1,9.4,8,1
1933,4,7,9.7,8,1,14.1,8,1,7.6,8,1
1933,4,8,9.4,8,1,11.0,8,1,6.9,8,1
1933,4,9,10.8,8,1,13.4,8,1,7.8,8,1
1933,4,10,7.7,8,1,9.2,8,1,6.1,8,1
1933,4,11,10.1,8,1,13.2,8,1,6.8,8,1
1933,4,12,11.0,8,1,17.8,8,1,7.1,8,1
1933,4,13,8.9,8,1,11.7,8,1,5.2,8,1
1933,4,14,12.0,8,1,15.4,8,1,6.9,8,1
1933,4,15,13.2,8,1,16.6,8,1,11.5,8,1
1933,4,16,13.6,8,1,16.2,8,1,11.4,8,1
1933,4,17,11.0,8,1,12.5,8,1,9.2,8,1
1933,4,18,13.1,8,1,18.1,8,1,5.7,8,1
1933,4,19,13.4,8,1,19.2,8,1,10.2,8,1
1933,4,20,11.2,8,1,13.0,8,1,10.3,8,1
1933,4,21,13.7,8,1,18.9,8,1,8.1,8,1
1933,4,22,12.4,8,1,14.5,8,1,9.2,8,1
1933,4,23,10.8,8,1,15.1,8,1,5.9,8,1
1933,4,24,14.7,8,1,20.2,8,1,9.5,8,1
1933,4,25,17.5,8,1,21.4,8,1,9.5,8,1
1933,4,26,15.0,8,1,18.1,8,1,11.6,8,1
1933,4,27,14.3,8,1,20.2,8,1,9.4,8,1
1933,4,28,15.0,8,1,20.6,8,1,10.0,8,1
1933,4,29,13.3,8,1,18.1,8,1,7.6,8,1
1933,4,30,15.8,8,1,18.6,8,1,12.9,8,1
1934,4,1,4.2,8,1,5.7,8,1,2.1,8,1
1934,4,2,6.6,8,1,12.4,8,1,2.3,8,1
1934,4,3,5.9,8,1,7.2,8,1,3.7,8,1
1934,4,4,13.0,8,1,20.6,8,1,5.1,8,1
1934,4,5,10.5,8,1,15.8,8,1,4.4,8,1
1934,4,6,4.7,8,1,7.0,8,1,2.8,8,1
1934,4,7,5.6,8,1,10.2,8,1,0.4,8,1
1934,4,8,9.8,8,1,14.6,8,1,2.2,8,1
1934,4,9,13.5,8,1,17.2,8,1,10.3,8,1
1934,4,10,12.6,8,1,19.1,8,1,8.3,8,1
1934,4,11,12.7,8,1,16.8,8,1,9.2,8,1
1934,4,12,17.6,8,1,22.2,8,1,13.2,8,1
1934,4,13,9.3,8,1,16.8,8,1,4.9,8,1
1934,4,14,8.6,8,1,12.7,8,1,4.8,8,1
1934,4,15,10.3,8,1,14.1,8,1,5.9,8,1
1934,4,16,9.1,8,1,11.8,8,1,7.1,8,1
1934,4,17,10.3,8,1,15.4,8,1,6.2,8,1
1934,4,18,10.9,8,1,16.5,8,1,2.5,8,1
1934,4,19,13.7,8,1,19.6,8,1,7.5,8,1
1934,4,20,13.9,8,1,19.6,8,1,7.4,8,1
1934,4,21,14.2,8,1,18.0,8,1,12.4,8,1
1934,4,22,17.2,8,1,24.1,8,1,9.8,8,1
1934,4,23,16.2,8,1,20.9,8,1,9.9,8,1
1934,4,24,16.0,8,1,17.8,8,1,13.7,8,1
1934,4,25,15.1,8,1,21.9,8,1,10.0,8,1
1934,4,26,14.0,8,1,18.1,8,1,8.3,8,1
1934,4,27,15.6,8,1,20.1,8,1,9.4,8,1
1934,4,28,13.9,8,1,16.7,8,1,10.4,8,1
1934,4,29,11.7,8,1,16.9,8,1,7.2,8,1
1934,4,30,9.2,8,1,12.6,8,1,6.0,8,1
1935,4,1,5.9,8,1,11.9,8,1,0.4,8,1
1935,4,2,7.3,8,1,13.7,8,1,3.8,8,1
1935,4,3,7.5,8,1,13.8,8,1,1.2,8,1
1935,4,4,9.0,8,1,12.9,8,1,3.8,8,1
1935,4,5,10.7,8,1,13.1,8,1,7.8,8,1
1935,4,6,9.7,8,1,15.1,8,1,4.8,8,1
1935,4,7,8.8,8,1,13.5,8,1,5.4,8,1
1935,4,8,9.4,8,1,15.6,8,1,2.2,8,1
1935,4,9,11.0,8,1,17.0,8,1,5.7,8,1
1935,4,10,11.1,8,1,12.4,8,1,9.7,8,1
1935,4,11,15.3,8,1,18.7,8,1,11.0,8,1
1935,4,12,11.3,8,1,16.2,8,1,7.0,8,1
1935,4,13,10.4,8,1,16.0,8,1,3.4,8,1
1935,4,14,13.1,8,1,17.9,8,1,5.6,8,1
1935,4,15,15.8,8,1,19.0,8,1,13.9,8,1
1935,4,16,9.1,8,1,14.5,8,1,7.2,8,1
1935,4,17,7.6,8,1,10.1,8,1,6.1,8,1
1935,4,18,12.6,8,1,20.4,8,1,6.0,8,1
1935,4,19,10.2,8,1,13.9,8,1,7.4,8,1
1935,4,20,12.9,8,1,18.4,8,1,6.0,8,1
1935,4,21,15.7,8,1,21.9,8,1,8.7,8,1
1935,4,22,16.8,8,1,22.4,8,1,10.0,8,1
1935,4,23,18.4,8,1,24.0,8,1,12.1,8,1
1935,4,24,14.3,8,1,18.8,8,1,6.5,8,1
1935,4,25,17.2,8,1,22.3,8,1,11.3,8,1
1935,4,26,17.4,8,1,22.0,8,1,11.1,8,1
1935,4,27,17.6,8,1,21.4,8,1,12.5,8,1
1935,4,28,18.6,8,1,21.7,8,1,15.7,8,1
1935,4,29,16.9,8,1,19.9,8,1,14.8,8,1
1935,4,30,14.3,8,1,19.3,8,1,10.6,8,1
1936,4,1,7.1,8,1,13.9,8,1,0.4,8,1
1936,4,2,8.3,8,1,12.3,8,1,4.2,8,1
1936,4,3,9.3,8,1,10.8,8,1,8.7,8,1
1936,4,4,9.7,8,1,14.9,8,1,4.9,8,1
1936,4,5,10.5,8,1,16.9,8,1,2.1,8,1
1936,4,6,13.5,8,1,20.6,8,1,5.7,8,1
1936,4,7,12.8,8,1,17.2,8,1,9.4,8,1
1936,4,8,8.3,8,1,9.6,8,1,6.9,8,1
1936,4,9,10.1,8,1,21.7,8,1,6.5,8,1
1936,4,10,6.3,8,1,9.5,8,1,4.4,8,1
1936,4,11,7.4,8,1,10.5,8,1,3.2,8,1
1936,4,12,8.3,8,1,9.8,8,1,6.5,8,1
1936,4,13,8.4,8,1,12.0,8,1,6.4,8,1
1936,4,14,11.9,8,1,18.3,8,1,4.7,8,1
1936,4,15,10.7,8,1,15.5,8,1,7.1,8,1
1936,4,16,11.7,8,1,18.9,8,1,7.6,8,1
1936,4,17,13.0,8,1,18.5,8,1,6.5,8,1
1936,4,18,13.5,8,1,18.1,8,1,6.2,8,1
1936,4,19,17.2,8,1,23.2,8,1,13.7,8,1
1936,4,20,16.8,8,1,25.1,8,1,9.0,8,1
1936,4,21,15.3,8,1,19.5,8,1,8.7,8,1
1936,4,22,16.7,8,1,21.0,8,1,12.5,8,1
1936,4,23,15.7,8,1,21.0,8,1,9.2,8,1
1936,4,24,13.5,8,1,18.9,8,1,6.5,8,1
1936,4,25,15.7,8,1,20.9,8,1,12.3,8,1
1936,4,26,15.4,8,1,20.2,8,1,10.2,8,1
1936,4,27,16.0,8,1,22.2,8,1,8.8,8,1
1936,4,28,13.3,8,1,16.3,8,1,10.9,8,1
1936,4,29,11.3,8,1,14.4,8,1,9.3,8,1
1936,4,30,13.5,8,1,16.5,8,1,10.0,8,1
1937,4,1,8.8,8,1,14.5,8,1,1.0,8,1
1937,4,2,10.2,8,1,15.7,8,1,4.1,8,1
1937,4,3,9.2,8,1,12.7,8,1,5.8,8,1
1937,4,4,6.4,8,1,8.3,8,1,5.3,8,1
1937,4,5,9.2,8,1,16.5,8,1,5.3,8,1
1937,4,6,9.8,8,1,14.4,8,1,4.2,8,1
1937,4,7,14.7,8,1,24.5,8,1,4.4,8,1
1937,4,8,10.5,8,1,16.2,8,1,5.8,8,1
1937,4,9,6.2,8,1,7.7,8,1,4.4,8,1
1937,4,10,9.8,8,1,14.7,8,1,3.9,8,1
1937,4,11,11.9,8,1,18.5,8,1,3.3,8,1
1937,4,12,13.3,8,1,19.8,8,1,9.9,8,1
1937,4,13,13.0,8,1,17.8,8,1,8.1,8,1
1937,4,14,17.1,8,1,21.9,8,1,11.6,8,1
1937,4,15,17.5,8,1,21.0,8,1,12.0,8,1
1937,4,16,13.2,8,1,17.3,8,1,10.5,8,1
1937,4,17,13.6,8,1,19.0,8,1,10.0,8,1
1937,4,18,13.2,8,1,18.9,8,1,7.0,8,1
1937,4,19,14.5,8,1,19.6,8,1,11.1,8,1
1937,4,20,16.1,8,1,21.2,8,1,11.2,8,1
1937,4,21,19.1,8,1,23.4,8,1,14.8,8,1
1937,4,22,14.5,8,1,23.3,8,1,7.4,8,1
1937,4,23,8.7,8,1,10.3,8,1,7.3,8,1
1937,4,24,12.7,8,1,17.1,8,1,7.2,8,1
1937,4,25,13.4,8,1,15.7,8,1,11.9,8,1
1937,4,26,17.5,8,1,23.4,8,1,13.2,8,1
1937,4,27,14.7,8,1,16.7,8,1,11.7,8,1
1937,4,28,14.0,8,1,19.3,8,1,9.3,8,1
1937,4,29,14.6,8,1,18.4,8,1,10.7,8,1
1937,4,30,15.9,8,1,20.4,8,1,10.4,8,1
1938,4,1,11.8,8,1,18.1,8,1,5.6,8,1
1938,4,2,12.3,8,1,17.7,8,1,5.1,8,1
1938,4,3,14.5,8,1,20.7,8,1,8.1,8,1
1938,4,4,11.6,8,1,15.5,8,1,5.4,8,1
1938,4,5,10.7,8,1,17.3,8,1,3.0,8,1
1938,4,6,11.5,8,1,18.1,8,1,5.4,8,1
1938,4,7,8.0,8,1,11.1,8,1,5.5,8,1
1938,4,8,14.8,8,1,22.8,8,1,6.5,8,1
1938,4,9,10.4,8,1,13.7,8,1,7.4,8,1
1938,4,10,9.3,8,1,13.0,8,1,6.2,8,1
1938,4,11,6.9,8,1,9.8,8,1,5.6,8,1
1938,4,12,12.1,8,1,18.0,8,1,5.2,8,1
1938,4,13,9.7,8,1,13.7,8,1,5.3,8,1
1938,4,14,12.4,8,1,17.2,8,1,2.3,8,1
1938,4,15,15.4,8,1,19.7,8,1,10.4,8,1
1938,4,16,13.1,8,1,19.7,8,1,7.1,8,1
1938,4,17,13.6,8,1,19.8,8,1,6.3,8,1
1938,4,18,16.0,8,1,22.9,8,1,11.6,8,1
1938,4,19,14.8,8,1,19.8,8,1,7.8,8,1
1938,4,20,16.5,8,1,20.9,8,1,11.6,8,1
1938,4,21,16.2,8,1,21.0,8,1,12.1,8,1
1938,4,22,14.1,8,1,18.4,8,1,11.7,8,1
1938,4,23,14.0,8,1,16.8,8,1,11.8,8,1
1938,4,24,17.6,8,1,22.4,8,1,13.2,8,1
